,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
0,2018.06.25,2018,Boating,usa,Paddling,"No injury to occupant, outrigger canoe and paddle damaged",Jun,N,F,White,57
1,2018.06.03.a,2018,Unprovoked,brazil,Swimming,FATAL,Jun,Y,M,Tiger,18
2,2018.05.26.b,2018,Unprovoked,usa,Walking,Lower left leg bitten,May,N,M,Bull,15
3,2018.05.24,2018,Provoked,australia,Feeding sharks,Minor bite to hand by captive shark. PROVOKED INCIDENT,May,N,M,Grey,32
4,2018.05.13.a,2018,Invalid,england,Fishing,Injured by teeth of a dead porbeagle shark he was tossing overboard.,May,N,M,Unspecified,21
5,2018.04.28.b,2018,Unprovoked,costa rica,Scuba diving,"No injury, shark bit scuba gear",Apr,N,M,Tiger,30
6,2018.04.25.a,2018,Unprovoked,australia,Surfing,"No injury, knocked off board by shark",Apr,N,M,Unspecified,60
7,2018.04.23,2018,Unprovoked,maldives,Fishing,5-inch cut to hand,Apr,N,M,Tiger,32
8,2018.04.22,2018,Unprovoked,south africa,Paddle-skiing,"No injury, shark bit hole in ski",Apr,N,M,White,33
9,2018.04.03,2018,Unprovoked,south africa,Surfing,Lacerations to left knee & lower leg,Apr,N,M,White,19
10,2018.03.31,2018,Unprovoked,usa,Stand-Up Paddleboarding,Injuries to right leg & hand,Mar,N,M,Tiger,25
11,2018.03.14,2018,Unprovoked,australia,Wading,Minor injuries to legs,Mar,N,M,Unspecified,10
12,2018.03.09.b,2018,Unprovoked,australia,Swimming,"No injury, said to have been charged by sharks several times",Mar,N,M,Unspecified,69
13,2018.03.09.a,2018,Unprovoked,australia,Surfing,"Minor injury, ankle grazed",Mar,N,M,Unspecified,18
14,2018.02.23,2018,Unprovoked,australia,Swimming,Laceratons to right leg & foot,Feb,N,F,White,55
15,2018.02.15,2018,Unprovoked,australia,Walking,Puncture wounds to leff foot & lower leg,Feb,N,M,Bull,35
16,2018.01.12,2018,Unprovoked,brazil,Surfing,Minor injury to left forearm,Jan,N,M,Unspecified,20
17,2017.12.31,2017,Unprovoked,usa,Surfing,Severe lacerations to left thigh & knee,Dec,N,F,Tiger,54
18,2017.11.24,2017,Unprovoked,usa,Spearfishing,Right leg bitten,Nov,N,M,White,25
19,2017.11.13,2017,Unprovoked,australia,Surfing,Puncture wounds to left shoulder,Nov,N,M,Unspecified,25
20,2017.11.04,2017,Unprovoked,cuba,Night bathing,FATAL,Nov,Y,M,Tiger,22
21,2017.10.28,2017,Unprovoked,australia,Surfing,Minor injury to foot,Oct,N,M,Unspecified,31
22,2017.10.22,2017,Unprovoked,australia,Kayaking / Fishing,Minor injuries,Oct,N,F,White,15
23,2017.10.09,2017,Unprovoked,usa,Surfing,Lacerations to left hand,Oct,N,M,Tiger,54
24,2017.10.05,2017,Unprovoked,usa,Snorkeling,Abrasions,Oct,N,F,Unspecified,40
25,2017.09.24.b,2017,Invalid,usa,Surfing,"Lacerations to right ankle, foot & toe",Sep,,M,Unspecified,33
26,2017.09.13,2017,Unprovoked,usa,Surfing,Lacerations to left foot,Sep,N,M,Unspecified,18
27,2017.09.10.a,2017,Unprovoked,australia,Surfing,Minor lacerations to right hip,Sep,N,M,White,35
28,2017.08.29,2017,Unprovoked,australia,Surfing,"No injury, board bitten",Aug,N,M,White,37
29,2017.08.26.b,2017,Invalid,spain,Swimming,Lacerations to left foot,Aug,,F,Unspecified,11
30,2017.08.23,2017,Unprovoked,usa,SUP,Not injured by shark but board bitten,Aug,N,M,White,69
31,2017.08.10,2017,Unprovoked,usa,Swimming,Minor cuts to sole & toes of left foot,Aug,N,M,Unspecified,13
32,2017.08.03,2017,Provoked,usa,Fishing,Foot bitten by landed shark PROVOKED INCIDENT,Aug,N,M,Unspecified,34
33,2017.07.29.c,2017,Invalid,usa,Swimming,Abrasions and cuts to sole of foot,Jul,,M,Unspecified,10
34,2017.07.20.b,2017,Boating,usa,Kayaking,"No injury, kayak bitten",Jul,N,M,White,40
35,2017.07.20.a,2017,Unprovoked,usa,SUP,"No injury, shark bit paddleboard",Jul,N,M,White,50
36,2017.07.09,2017,Unprovoked,usa,Swimming,Lower legs bitten,Jul,N,M,Bull,46
37,2017.07.07,2017,Unprovoked,south africa,Surfing,"No injury, shark bit surfboard",Jul,N,F,White,13
38,2017.06.11,2017,Unprovoked,australia,Body boarding,"No injury, board bitten",Jun,N,M,White,48
39,2017.06.02,2017,Unprovoked,bahamas,Snorkeling,Right forearm severed ,Jun,N,F,Tiger,32
40,2017.05.03,2017,Invalid,usa,Surfing,"Laceration to thigh, likely caused by surfboard fin",May,,F,Unspecified,18
41,2017.04.17.a,2017,Unprovoked,australia,Surfing,FATAL,Apr,Y,F,White,17
42,2017.04.14,2017,Unprovoked,usa,Surfing,Lower right leg severely injured,Apr,N,M,Tiger,28
43,2017.04.02.a,2017,Unprovoked,usa,Swimming,Lacerations to thighs,Apr,N,F,Bull,17
44,2017.01.21,2017,Unprovoked,australia,Scuba Diving,"Multiple injuries to arm, wrist and torso",Jan,N,M,Bull,55
45,2017.01.09,2017,Unprovoked,indonesia,Surfing,Injury to right wrist & forearm,Jan,N,M,Bull,48
46,2017.01.03,2017,Invalid,australia,Wading,Minor injuries to foot & toes,Jan,,M,Unspecified,20
47,2016.12.19,2016,Unprovoked,south africa,Surf skiing ,"No injury, but ski severely damaged",Dec,N,M,White,55
48,2016.12.11.a,2016,Invalid,usa,Surfing,Cuts to right ankle & foot,Dec,,M,Unspecified,19
49,2016.12.06,2016,Provoked,australia,Surf fishing,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,Dec,N,M,Unspecified,20
50,2016.12.01,2016,Unprovoked,australia,Surfing,Injuries to foot & arm,Dec,N,M,White,65
51,2016.11.28,2016,Provoked,australia,Fishing,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,Nov,N,M,Unspecified,73
52,2016.11.14,2016,Unprovoked,usa,Floating,Injuries to right calf and thigh,Nov,N,F,Tiger,58
53,2016.10.21,2016,Unprovoked,usa,Surfing,Left arm and leg injured,Oct,N,M,Unspecified,36
54,2016.09.26,2016,Unprovoked,australia,Surfing,4 deep lacerations to thigh,Sep,N,M,White,17
55,2016.09.11,2016,Unprovoked,usa,Wading,Minor injury to arm,Sep,N,M,Unspecified,60
56,2016.09.07,2016,Unprovoked,usa,Swimming,Severe lacerations to shoulder & forearm,Sep,N,F,Tiger,51
57,2016.08.29.b,2016,Unprovoked,usa,Surfing,Lacerations to right foot,Aug,N,M,Bull,25
58,2016.08.06,2016,Unprovoked,usa,SUP Foil boarding,"No inury, shark & board collided",Aug,N,M,Tiger,21
59,2016.07.29,2016,Unprovoked,spain,Swimming,Lacerations to right hand,Jul,N,M,Unspecified,40
60,2016.07.20,2016,Provoked,australia,Fishing,Laceration to left calf from hooked shark PROVOKED INCIDENT,Jul,N,M,Unspecified,31
61,2016.07.15.b,2016,Unprovoked,usa,Kite surfing,"No injury, board damaged",Jul,N,M,White,61
62,2016.07.07.b,2016,Provoked,usa,Fishing,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,Jul,N,M,Unspecified,59
63,2016.07.04,2016,Provoked,australia,Fishing,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,Jul,N,M,Unspecified,34
64,2016.06.21.b,2016,Unprovoked,usa,Floating,Lacerations and punctures to foot,Jun,N,M,Unspecified,42
65,2016.06.14,2016,Unprovoked,usa,Floating in tube,Injury to lower leg,Jun,N,F,Unspecified,6
66,2016.06.11,2016,Unprovoked,usa,Standing,Laceration to wrist,Jun,N,M,Unspecified,19
67,2016.06.07,2016,Invalid,usa,Surfing,"No injury, board damaged",Jun,,M,Unspecified,27
68,2016.06.05.a,2016,Unprovoked,australia,Diving,FATAL,Jun,Y,F,Unspecified,60
69,2016.06.04,2016,Unprovoked,egypt,Swimming,"Leg severely bitten, surgically amputated",Jun,N,M,Unspecified,23
70,2016.05.31,2016,Unprovoked,australia,Surfing,FATAL,May,Y,M,White,29
71,2016.05.29.a,2016,Unprovoked,usa,Swimming,Injury to posterior right leg,May,N,M,Unspecified,13
72,2016.05.21.b,2016,Unprovoked,usa,Swimming,Lacerations and puncture wounds to foot and ankle,May,N,F,Bull,22
73,2016.05.18,2016,Unprovoked,usa,Swimming,Ankle bitten,May,N,M,Unspecified,48
74,2016.05.15,2016,Provoked,usa,Teasing a shark,Arm grabbed PROVOKED INCIDENT,May,N,F,Unspecified,23
75,2016.05.02,2016,Provoked,new zealand,Fishing,Foot bitten by landed shark PROVOKED INCIDENT,May,N,M,Unspecified,39
76,2016.04.25,2016,Unprovoked,indonesia,Surfing,Elbow bitten,Apr,N,M,Bull,24
77,2016.04.19,2016,Unprovoked,australia,Swimming,Minor puncture wound to foot,Apr,N,M,Unspecified,12
78,2016.04.18.b,2016,Provoked,french polynesia,Spearfishing,Laceration to knee by speared shark PROVOKED INCIDENT,Apr,,M,Grey,22
79,2016.04.18.a,2016,Provoked,french polynesia,Spearfishing,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",Apr,N,M,Grey,26
80,2016.04.09,2016,Unprovoked,new caledonia,Walking,FATAL,Apr,Y,F,Tiger,69
81,2016.01.23,2016,Unprovoked,usa,Paddle boarding,No injury,Jan,N,M,Tiger,48
82,2016.01.05,2016,Unprovoked,australia,Wading,Laceration to right calf,Jan,N,M,Unspecified,11
83,2016.01.02,2016,Unprovoked,australia,Spearfishing,Lacerations to arms & leg,Jan,N,M,Unspecified,31
84,2015.12.22,2015,Unprovoked,usa,Paddle boarding,"No injury, shark bit board",Dec,N,M,Unspecified,71
85,2015.12.21.b,2015,Unprovoked,australia,Surfing,"No injury, shark leapt on surfboard",Dec,N,M,Unspecified,43
86,2015.11.20,2015,Unprovoked,ecuador,Snorkeling,Lacerations to left calf,Nov,N,M,Unspecified,55
87,2015.11.10,2015,Unprovoked,australia,Surfing,Injury to left thigh,Nov,N,M,Bull,20
88,2015.12.23,2015,Invalid,usa,Surfing,Lower left leg injured,Nov,,F,Unspecified,9
89,2015.11.01.b,2015,Unprovoked,usa,Wading,Injury to right ankle/calf & hand,Nov,N,F,Unspecified,28
90,2015.10.25,2015,Unprovoked,south africa,Surfing,"Lacerations to right calf, knee & hip",Oct,N,M,White,42
91,2015.10.21,2015,Unprovoked,usa,Surfing,Lacerations to left hand,Oct,N,M,Unspecified,21
92,2015.10.19,2015,Unprovoked,usa,Surfing,Left foot bitten,Oct,N,M,Unspecified,21
93,2015.10.17.b,2015,Invalid,usa,Surfing,Left foot bitten by eel,Oct,,M,Unspecified,32
94,2015.10.17.a,2015,Unprovoked,usa,Swimming,Severe injuries to lower legs. Foot later surgically amputated.,Oct,N,M,Tiger,44
95,2015.10.09.a,2015,Unprovoked,usa,Surfing,"Left leg severed below the knee, defense injuries to left hand",Oct,N,M,Tiger,25
96,2015.10.05.a,2015,Unprovoked,usa,Wading,Foot & hands bitten,Oct,N,M,Unspecified,13
97,2015.10.04,2015,Unprovoked,usa,Surfing,Severe lacerations to left hand,Oct,N,M,Unspecified,14
98,2015.09.29,2015,Unprovoked,usa,Surfing,"Laceration to heel, puncture wounds to dorsum of foot",Sep,N,M,Unspecified,22
99,2015.09.20.d,2015,Unprovoked,usa,Surfing,Minor injury to left ankle,Sep,N,M,Unspecified,14
100,2015.09.20.c,2015,Unprovoked,usa,Spearfishing,Severe laceration to left leg,Sep,N,M,Tiger,27
101,2015.09.20.b,2015,Unprovoked,usa,Wading,Significant injuries to leg,Sep,N,M,Unspecified,12
102,2015.09.08,2015,Unprovoked,australia,Surfing,Minor laceration to hand,Sep,N,M,Unspecified,42
103,2015.09.06,2015,Unprovoked,usa,Stand-Up Paddleboarding,"No injury, shark struck board, tossing her into the sea",Sep,N,F,White,50
104,2015.09.05,2015,Provoked,usa,Kayak Fishing,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,Sep,N,M,Unspecified,29
105,2015.09.04,2015,Unprovoked,australia,Surf-skiing,Inuries to lower left leg & ankle,Sep,N,M,White,62
106,2015.09.01,2015,Unprovoked,thailand,Wading,Left foot & ankle bitten,Sep,N,F,Unspecified,37
107,2015.08.29.b,2015,Unprovoked,usa,Surfing,"No injury, surfboard bitten",Aug,N,F,White,54
108,2015.08.29.a,2015,Unprovoked,usa,Surfing,"No injury, shark struk sufer's leg and his board",Aug,N,M,White,21
109,2015.08.20,2015,Unprovoked,usa,Surfing,"Injuries to left calf, arm and hand",Aug,N,M,Unspecified,15
110,2015.08.19,2015,Unprovoked,usa,Walking,Lacerations to right leg,Aug,N,F,Unspecified,10
111,2015.08.18.b,2015,Boating,usa,Kayak Fishing,"No injury, kayak bitten",Aug,N,M,White,22
112,2015.08.18.a,2015,Invalid,spain,Swimming,Minor injury when he attempted to touch a fish. ,Aug,,M,Unspecified,10
113,2015.08.10,2015,Provoked,usa,Spearfishing,Right hand bitten  PROVOKED INCIDENT,Aug,N,M,Unspecified,57
114,2015.07.31,2015,Unprovoked,australia,Surfing,"Lacerations and puncture wounds to hip, thigh, arm and hand",Jul,N,M,White,52
115,2015.07.26.b,2015,Unprovoked,usa,Surfing,Minor injury to sole of foot,Jul,N,M,Unspecified,25
116,2015.07.26.a,2015,Invalid,usa,Floating,"2' cut to dorsum of foot, 2 puncture wounds to sole",Jul,,F,Unspecified,35
117,2015.07.25,2015,Unprovoked,australia,Scallop diving on hookah,FATAL,Jul,Y,M,White,46
118,2015.07-10,2015,Unprovoked,usa,Surfing,"No injury, shark bumped & damaged board",Jul,N,M,White,38
119,2015.07.03,2015,Unprovoked,australia,Surfing,"No injury, shark bit surfboard",Jul,N,M,White,52
120,2015.07.02,2015,Unprovoked,australia,Body boarding ,Significant injuries to lower legs,Jul,N,M,White,32
121,2015.07.01,2015,Unprovoked,usa,Swimming,"Injuries to torso, hip, lower leg & hands",Jul,N,M,Unspecified,68
122,2015.06.30.a,2015,Unprovoked,usa,Playing in the water,Shallow lacerations & puncture to lateral left leg,Jun,N,M,Unspecified,12
123,2015.06.27.b,2015,Unprovoked,usa,Swimming,"Injuries to right calf, buttock and both hands",Jun,N,M,Bull,18
124,2015.06.27.a,2015,Unprovoked,south africa,Body Boarding,"Right leg severed, multiple lacerations to left leg",Jun,N,M,White,19
125,2015.06.26.b,2015,Unprovoked,south africa,Surfing,Multiple lacerations to torso & leg,Jun,N,M,White,23
126,2015.06.26.a,2015,Unprovoked,usa,Standing,Puncture wounds to foot,Jun,N,M,Unspecified,43
127,2015.06.24.b,2015,Unprovoked,usa,Swimming,Minor injury to foot,Jun,N,M,Tiger,6
128,2015.06.24.a,2015,Invalid,australia,Surfing,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",Jun,N,F,White,37
129,2015.06.14.b,2015,Unprovoked,usa,Wading,Arm amputated below shoulder,Jun,N,M,Bull,16
130,2015.06.14.a,2015,Unprovoked,usa,Wading,Left arm amputated at elbow & severe injury to leg,Jun,N,F,Bull,12
131,2015.06.11,2015,Unprovoked,usa,Boogie boarding,Minor lacerations to foot,Jun,N,F,Unspecified,13
132,2015.06.07,2015,Unprovoked,usa,Playing,Lacerations to right calf,Jun,N,M,Bull,11
133,2015.06.01,2015,Unprovoked,reunion,Surfing,Left forearm bitten,Jun,N,M,Bull,47
134,2015.05.25,2015,Unprovoked,french polynesia,Spearfishing,Lacerations to right forearm,May,N,M,Unspecified,19
135,2015.05.20,2015,Unprovoked,usa,Surfing,2 puncture wounds to  dorsum of left foot,,N,M,Unspecified,18
136,2015.05.02,2015,Unprovoked,south africa,Diving,"Injuries to leg, left arm & both hands",May,N,M,White,29
137,2015.04.26,2015,Unprovoked,usa,Wading,Lacerations to left calf,Apr,N,M,Unspecified,63
138,2015.04.25,2015,Unprovoked,australia,Surfing,Leg severed at mid-thigh,Apr,N,M,White,26
139,2015.04.24.c,2015,Unprovoked,australia,Surf skiing ,"No injury, knocked off ski",Jun,N,M,White,71
140,2015.04.12,2015,Unprovoked,reunion,Surfing,FATAL,Apr,Y,M,Bull,13
141,2015.04.03,2015,Unprovoked,usa,Spearfishing,Injuries to head & torso,Apr,N,M,Bull,70
142,2015.03.31,2015,Invalid,brazil,Surfing,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,Mar,,M,Unspecified,23
143,2015.03.18,2015,Unprovoked,usa,Standing / Snorkeling,Lacerations to left forearm. Lacerations to left hand and thigh,Mar,N,M,Tiger,58
144,2015.03.16,2015,Unprovoked,french polynesia,Hand feeding sharks,Hand bitten,Mar,N,M,Unspecified,9
145,2015.02.14,2015,Unprovoked,reunion,Swimming,FATAL,Feb,Y,F,Tiger,22
146,2015.02.09,2015,Unprovoked,australia,Surfing,FATAL,Feb,Y,M,Unspecified,41
147,2015.02.08,2015,Unprovoked,australia,Surfing,Laceration & puncture wounds to right flank & hip,Feb,N,M,Unspecified,35
148,2015.01.30,2015,Boating,australia,Rowing,"No injury, shark's teeth scratched hull",Jan,N,M,Bull,57
149,2015.01.27,2015,Provoked,usa,Shark fishing,Lacerations to calf by hooked shark PROVOKED INCIDENT,Jan,N,M,Unspecified,20
150,2015.01.06,2015,Unprovoked,bahamas,Snorkeling,Severe bite to right flank,Jan,N,F,White,34
151,2015.01.03,2015,Unprovoked,south africa,Surfing,"Lacerations to lower left leg, puncture wounds to sole of left foot",Jan,N,M,Unspecified,15
152,2014.12.29.a,2014,Unprovoked,australia,Spearfishing,FATAL,Dec,Y,M,White,17
153,2014.12.28.b,2014,Unprovoked,usa,Surfing,Injury to hip/leg,Dec,N,M,White,50
154,2014.12.28.a,2014,Provoked,australia,Fishing,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,Dec,N,M,Unspecified,40
155,2014.12.15,2014,Unprovoked,australia,Spearfishing,FATAL,Dec,Y,M,Tiger,17
156,2014.11.16,2014,Unprovoked,usa,Surfing,Laceration to left hand,Nov,N,M,Unspecified,44
157,2014.11.13,2014,Unprovoked,usa,Snorkeling,Laceration to left upper leg,Nov,N,M,Unspecified,53
158,2014.10.31,2014,Unprovoked,usa,Surfing,Lacerations to fingers,Oct,N,F,Tiger,34
159,2014.10.17,2014,Unprovoked,australia,Surfing,"Lacerations to left calf & ankle, puncture wounds to left foot",Oct,N,F,Unspecified,13
160,2014.10.05.b,2014,Unprovoked,usa,Surfing,Foot bitten,Oct,N,M,Unspecified,29
161,2014.10.05.a,2014,Unprovoked,usa,Surfing,Foot bitten,Oct,N,M,Unspecified,15
162,2014.10.02.b,2014,Unprovoked,usa,Surfing,Lacerations to knee,Oct,N,M,Unspecified,28
163,2014.10.02.a,2014,Unprovoked,australia,Surfing,"Left arm & right hand severed, lacerations to both legs",Oct,N,M,White,23
164,2014.09.09,2014,Unprovoked,australia,Swimming,FATAL,Sep,Y,M,Unspecified,50
165,2014.09.06,2014,Unprovoked,usa,Fishing ,Leg bitten,Sep,N,M,Bull,43
166,2014.09.03,2014,Boating,usa,Kayaking ,"No injury, shark bit kayak",Sep,N,F,White,20
167,2014.09.02,2014,Provoked,usa,Fishing,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,Sep,N,M,Unspecified,52
168,2014.08.31,2014,Unprovoked,usa,Body surfing,Injury to left calf,Aug,N,F,Unspecified,13
169,2014.08.08,2014,Unprovoked,usa,Swimming,Minor lacerations to left heel and big toe,Aug,N,M,Bull,7
170,2014.08.06,2014,Unprovoked,usa,Boogie boarding,Lacerations to right leg & foot,Aug,N,M,Unspecified,10
171,2014.08.01,2014,Unprovoked,south africa,Surfing,Lower limbs & thigh bitten,Aug,N,M,White,20
172,2014.07.16,2014,Unprovoked,usa,Swimming,Lacerations to left foot,Jul,N,M,Unspecified,61
173,2014.07.14,2014,Unprovoked,usa,Swimming,Puncture wounds to foot,Jul,N,M,Unspecified,39
174,2014.07.13,2014,Invalid,bahamas,Shark diving,"Missing after a dive, shark involvement considered probable, but not confirmed",Jul,,M,Unspecified,63
175,2014.07.03,2014,Unprovoked,usa,Body surfing,Right hand bitten,Jul,N,M,Unspecified,19
176,2014.06.09.b,2014,Unprovoked,usa,Standing,"Abrasion to right hand, lacerations to left forearm",Jun,N,M,Unspecified,16
177,2014.06.09.a,2014,Unprovoked,australia,Body boarding,Minor injury to torso,Jun,N,M,Unspecified,39
178,2014.06.01.c,2014,Unprovoked,usa,Swimming,Laceration to right lower leg,Jun,N,F,Bull,22
179,2014.05.14,2014,Unprovoked,australia,Surfing,"No injury, but surfboard severely damaged",May,N,M,White,35
180,2014.05.06,2014,Unprovoked,usa,Swimming,Lacerations to left foot,May,N,F,Unspecified,40
181,2014.05.01,2014,Unprovoked,usa,Surfing,Laceration to right hand and cuts on fingertips,May,N,M,Unspecified,23
182,2014.04.03,2014,Unprovoked,australia,Swimming,FATAL,Apr,Y,F,White,63
183,2014.03.29,2014,Invalid,australia,Diving for lobsters,Shark bites may have been post mortem,Mar,,M,Unspecified,38
184,2014.03.22.b,2014,Unprovoked,south africa,Swimming,FATAL,Mar,Y,M,Unspecified,66
185,2014.02.20,2014,Unprovoked,french polynesia,Kitesurfing,Lacerations to lower leg,Feb,N,M,Unspecified,21
186,2014.02.07,2014,Unprovoked,new zealand,Surfing,Lacerations to leg,Feb,N,M,Unspecified,28
187,2013.12.25,2013,Unprovoked,new caledonia,Snorkeling,Leg bitten,Dec,N,M,Bull,37
188,2013.12.16,2013,Unprovoked,south africa,Surfing,Injuries to left thigh,Dec,N,M,White,19
189,2013.12.11,2013,Unprovoked,usa,Boogie boarding,Lacerations to right hand & knee,Dec,N,M,Tiger,29
190,2013.12.10,2013,Unprovoked,usa,Surfing,Right foot bitten,Dec,N,M,Unspecified,30
191,2013.12.05,2013,Unprovoked,australia,Surfing,"Puncture wounds to hand, laceration to leg",Dec,N,M,Unspecified,26
192,2013.11.30,2013,Unprovoked,australia,Body boarding,FATAL,Nov,Y,M,Tiger,19
193,2013.11.23.a,2013,Unprovoked,australia,Surfing,FATAL,Nov,Y,M,White,35
194,2013.11.22,2013,Unprovoked,usa,Surfing,"No injury, board bitten",Nov,N,M,White,25
195,2013.10.31,2013,Unprovoked,usa,Kiteboarding,Severe bite to right calf & anklel,Oct,N,M,Tiger,46
196,2013.10.28,2013,Unprovoked,australia,Snorkeling,Lacerations to right arm,Oct,N,F,Unspecified,60
197,2013.10.26.b,2013,Unprovoked,reunion,Body boarding,Right leg severed,Oct,N,M,Bull,24
198,2013.10.24,2013,Unprovoked,australia,Surfing,Injuries to right foot,Oct,N,M,Unspecified,41
199,2013.10.23,2013,Unprovoked,usa,Diving ,"3"" laceration to left hip",Oct,N,M,White,45
200,2013.10.20,2013,Unprovoked,usa,Surfing,"No injury, shark bit surfboard",Oct,N,M,Tiger,25
201,2013.10.19,2013,Unprovoked,usa,Wading,Bitten on left calf & foot,Oct,N,M,Unspecified,6
202,2013.10.11,2013,Unprovoked,south africa,Swimming / snorkeling,FATAL,Oct,Y,M,White,74
203,2013.10.08,2013,Unprovoked,australia,Diving for Abalone,"Injuries to torso, head and face",Oct,N,M,White,55
204,2013.10.05,2013,Unprovoked,usa,Surfing,Laceration to thigh,Oct,N,M,White,45
205,2013.09.14,2013,Unprovoked,usa,Swimming,Lacerations to right foot,Sep,N,M,Bull,21
206,2013.09.12,2013,Unprovoked,usa,Surfing,Heel bitten,Sep,N,F,Unspecified,13
207,2013.09.07.b,2013,Provoked,usa,Surfing,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,Sep,N,M,Unspecified,43
208,2013.09.07.a,2013,Unprovoked,usa,Standing,"Minor injury, shin bitten",Sep,N,M,Unspecified,25
209,2013.09.01.a,2013,Unprovoked,usa,Casting a net,Lacerations to left calf,Sep,N,M,Unspecified,9
210,2013.08.14,2013,Unprovoked,usa,Snorkeling,FATAL,Aug,Y,F,Tiger,20
211,2013.08.11,2013,Unprovoked,usa,Surfing,"No injury, shark became entangled in his surfboard leash",Aug,N,M,Bull,10
212,2013.08.05,2013,Unprovoked,usa,Fishing,Minor injury to foot & shin,Aug,N,M,Bull,17
213,2013.07.29.c,2013,Unprovoked,bahamas,Spearfishing,Leg bitten,Jul,N,M,Unspecified,40
214,2013.07.29.a,2013,Unprovoked,usa,Surfing,Lower leg bitten,Jul,N,M,Tiger,18
215,2013.07.28.b,2013,Unprovoked,bahamas,Cleaning fish,Bitten on left hand,Jul,N,M,Unspecified,64
216,2013.06.25.a,2013,Unprovoked,usa,Swimming,"Bitten on lower right leg, reported as a minor injury",Jun,N,M,Unspecified,14
217,2013.06.18,2013,Unprovoked,usa,Swimming,Right thigh & calf bitten,Jun,N,M,Tiger,28
218,2013.06.14.R,2013,Unprovoked,usa,Boogie Boarding,Puncture marks to hand,Jun,N,F,Unspecified,10
219,2013.05.14,2013,Unprovoked,ecuador,Surfing,Superficial injury to left calf,May,N,M,Unspecified,29
220,2013.05.08.a,2013,Unprovoked,reunion,Body boarding,FATAL,May,Y,M,Bull,36
221,2013.05.04.a,2013,Unprovoked,usa,Surfing,Lacerations to left foot and ankle,May,N,M,Unspecified,16
222,2013.04.24,2013,Unprovoked,mexico,Swimming,Avulsion injury  to lower right leg,Apr,N,F,Tiger,34
223,2013.04.21,2013,Unprovoked,australia,Fishing,Puncture wounds and lacerations to both legs,Apr,N,M,Grey,51
224,2013.04.17,2013,Unprovoked,usa,Playing in the surf,Lacerations to right foot,Apr,N,M,Unspecified,9
225,2013.04.13.b,2013,Unprovoked,usa,Surfing,Minor lacerations to right hand,Apr,N,M,Bull,21
226,2013.04.10,2013,Unprovoked,french polynesia,Kite boarding,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",Apr,N,M,Unspecified,53
227,2013.04.02.a,2013,Unprovoked,usa,Surfing,Right thigh bitten,Apr,N,M,Unspecified,58
228,2013.03.16.b,2013,Provoked,south africa,Fishing - 'tag & release',Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,Mar,N,M,Unspecified,30
229,2013.03.12,2013,Unprovoked,jamaica,Spearfishing,FATAL,Mar,Y,M,Tiger,68
230,2013.03.10.b,2013,Unprovoked,australia,Spearfishing,Laceration to left hand,Mar,N,M,Unspecified,28
231,2013.02.27,2013,Unprovoked,new zealand,Swimming,FATAL,Feb,Y,M,White,46
232,2013.02.10,2013,Unprovoked,usa,Surfing,Lacerations to right hand,Feb,N,M,Unspecified,16
233,2013.02.09,2013,Unprovoked,french polynesia,Scuba diving,Lacerations to right arm & thigh,Feb,N,M,Lemon,48
234,2013.01.16,2013,Unprovoked,usa,Surfing,Left forearm bitten ,Jan,N,M,Tiger,43
235,2012.12.30,2012,Unprovoked,australia,Surfing,"No injury, chunk missing from surfboard",Dec,N,M,Unspecified,23
236,2012.12.28,2012,Unprovoked,australia,Paddle boarding,Lacerations to thigh and hand,Dec,N,M,Bull,29
237,2012.12.19,2012,Unprovoked,australia,Surfing,No injury,Dec,N,M,Tiger,32
238,2012.12.05,2012,Unprovoked,usa,Surfing,Lacerations to left foot,Dec,N,M,Unspecified,60
239,2012.12.02,2012,Unprovoked,australia,Spearfishing,Minor puncture wounds to knee,Dec,N,M,Tiger,31
240,2012.11.30,2012,Unprovoked,usa,Snorkeling,Lacerations to thigh & lower left leg,Nov,N,M,Tiger,61
241,2012.11.22,2012,Unprovoked,mexico,Swimming,FATAL,Nov,Y,M,Unspecified,32
242,2012.11.19,2012,Unprovoked,usa,Surfing,Minor lacerations to left foot & heel,Nov,N,M,Unspecified,14
243,2012.11.04.b,2012,Unprovoked,usa,Diving,Right lower leg and foot bitten,Nov,N,M,Tiger,30
244,2012.11.04.a,2012,Unprovoked,usa,Surfing,"No injury, surfboard bitten",Nov,N,M,Tiger,43
245,2012.10.30,2012,Unprovoked,usa,Surfing,Multiple lacerations to torso,Oct,N,M,White,25
