,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
1031,1986.12.06.a,1986,Unprovoked,usa,Free diving  & spearfishing (submerged),"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",Dec,N,M,White,27
1032,1986.10.03,1986,Unprovoked,usa,Swimming,Hip & thigh bitten,Oct,N,F,Lemon,6
1033,1986.10.05,1986,Unprovoked,south africa,Racing ski,"No injury, ski bitten",Oct,N,M,Unspecified,32
1034,1986.08.10,1986,Invalid,south africa,Spearfishing,"No injury, shark made threat display & impaled itself on spear ",Aug,,M,Unspecified,35
1035,1986.07.00.a,1986,Unprovoked,south africa,Spearfishing,Minor lacerations on left hand,Jul,N,M,Unspecified,26
1036,1986.03.15,1986,Unprovoked,south africa,Treading water,Foot bitten,Mar,N,M,Unspecified,26
1037,1986.02.18,1986,Unprovoked,south africa,Surfing,"No injury, board bitten",Feb,N,M,White,21
1038,1986.02.07,1986,Unprovoked,south africa,Swimming,Lower leg lacerated,Feb,N,M,Unspecified,46
1039,1986.02.06,1986,Unprovoked,south africa,Spearfishing,2 punctures in upper arm,Feb,N,M,Unspecified,29
1040,1986.02.01,1986,Unprovoked,australia,Surfing,"No injury, knocked into water & board bitten",Feb,N,M,Unspecified,29
1041,1986.01.12,1986,Unprovoked,usa,Surfing,Puncture wounds to both feet,Jan,N,M,Unspecified,22
1042,1986.00.00,1986,Unprovoked,usa,Surfing,"No injury, foot bumped",,N,M,Unspecified,16
1043,1985.10.24,1985,Unprovoked,south africa,Body boarding,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",Oct,N,M,White,22
1044,1985.10.22,1985,Unprovoked,usa,Hookah diving for abalone,Minor injury to foot & ankle,Oct,N,M,Unspecified,46
1045,1985.09.05,1985,Invalid,usa,Swimming,Found to be a hoax,Sep,,M,Unspecified,17
1046,1985.08.20,1985,Invalid,usa,Wading,"3"" wound on thigh",Aug,,M,Unspecified,11
1047,1985.08.17,1985,Invalid,usa,Scuba diving,Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark ,Aug,,M,Unspecified,67
1048,1985.07.25.b,1985,Unprovoked,usa,Wading,Right calf bitten,Jul,N,F,Unspecified,13
1049,1985.07.00,1985,Unprovoked,italy,Snorkeling,Contusion of left foot,Jul,N,M,White,13
1050,1985.03.03,1985,Unprovoked,australia,Free diving for scallops,FATAL,Mar,Y,F,White,33
1051,1985.02.18,1985,Unprovoked,usa,Scuba Diving for lobster (at surface),Bruised,Feb,N,M,White,29
1052,1985.01.27,1985,Unprovoked,south africa,Swimming,"Right knee, calf and ankle lacerated",Jan,N,M,Unspecified,15
1053,1985.01.17,1985,Unprovoked,south africa,Surfing,Thigh & calf bitten,Jan,N,M,White,18
1054,1985.01.04,1985,Unprovoked,south africa,Spearfishing,Minor injury to torso,Jan,N,M,White,34
1055,1985.01.00.a,1985,Provoked,south africa,Spearfishing,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,Jan,N,M,Unspecified,20
1056,1984.11.30,1984,Unprovoked,australia,Sailing on catamaran & fell into the water,FATAL,Nov,Y,M,Tiger,16
1057,1984.10.21.b,1984,Invalid,usa,Swimming,"Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning",Oct,,M,Unspecified,22
1058,1984.10.21,1984,Unprovoked,usa,Surfing or body surfing,"9"" laceration to right forearm ",Oct,N,F,Unspecified,23
1059,1984.10.17,1984,Invalid,usa,Wading,"10"" laceration on leg",Oct,,F,Unspecified,77
1060,1984.10.14.a,1984,Unprovoked,usa,Surfing,Left calf bitten,Oct,N,M,Unspecified,15
1061,1984.09.30.b,1984,Unprovoked,usa,Surfing (sitting on his board),"Abrasion on right foot, board bitten",Sep,N,M,White,25
1062,1984.09.22.a,1984,Unprovoked,usa,Surfing,Foot bitten,Sep,N,M,Unspecified,16
1063,1984.09.15,1984,Unprovoked,usa,Skindiving,FATAL,Sep,Y,M,White,28
1064,1984.07.24.a,1984,Unprovoked,usa,Swimming,Legs severely lacerated,Jul,N,F,Unspecified,18
1065,1984.07.22,1984,Invalid,south africa,Spearfishing,"FATAL, but shark involvement prior to death could not be determined",Jul,,M,Unspecified,21
1066,1984.06.15,1984,Unprovoked,south africa,Surfing,"No injury, board bitten",Jun,N,M,White,27
1067,1984.06.03.b,1984,Unprovoked,usa,Towing her sister on plastic ski board,Foot bitten,Jun,N,F,Unspecified,13
1068,1984.02.17,1984,Provoked,south africa,Scuba diving,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,Feb,N,M,Unspecified,33
1069,1984.01.05,1984,Unprovoked,south africa,Swimming,Foot bitten,Jan,N,M,Unspecified,14
1070,1983.12.21,1983,Unprovoked,south africa,Swimming,Shin lacerated,Dec,N,M,Unspecified,47
1071,1983.08.20.a,1983,Unprovoked,south africa,Spearfishing,Inner thighs lacerated,Aug,N,M,White,29
1072,1983.08.15,1983,Unprovoked,usa,Swimming,Foot bitten,Aug,N,F,Unspecified,14
1073,1983.08.13.a,1983,Unprovoked,usa,Diving,Right leg severely bitten,Aug,N,F,Bull,22
1074,1983.07.26,1983,Sea Disaster,australia,Swimming from the New Venture ,"FATAL, shark seized her by the chest and took her underwater ",Jul,Y,F,Tiger,21
1075,1983.07.25.b,1983,Sea Disaster,australia,Swimming from the New Venture ,"FATAL, shark bit leg, then dragged him underwater ",Jul,Y,M,Tiger,24
1076,1983.07.25.a,1983,Sea Disaster,australia,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,"Left knee bitten, but survived",Jul,N,M,Tiger,28
1077,1983.07.12.b,1983,Unprovoked,usa,Windsurfing,Left ankle nipped (3 punctures wounds),Jul,N,F,Unspecified,39
1078,1983.05.31,1983,Unprovoked,usa,Water-skiing,"Left calf, knee & hands lacerated",May,N,M,Unspecified,21
1079,1983.04.12,1983,Unprovoked,south africa,Fishing,Puncture wounds to foot,Apr,N,M,Unspecified,27
1080,1983.03.30.a,1983,Unprovoked,south africa,Spearfishing,Right calf lacerated,Mar,N,M,Unspecified,17
1081,1983.02.20,1983,Unprovoked,south africa,Paddleskiing,Puncture wounds to buttocks,Feb,N,M,Unspecified,16
1082,1983.01.08,1983,Unprovoked,south africa,Spearfishing,"No injury, rammed by shark",Jan,N,M,White,32
1083,1982.10.13,1982,Unprovoked,usa,Windsurfing,Left foot lacerated,Oct,N,M,Unspecified,26
1084,1982.09.30.a,1982,Unprovoked,south africa,Surfing,"No Injury, surfboard bitten",Sep,N,M,White,16
1085,1982.09.27,1982,Unprovoked,usa,Surfing,Laceration to lower left leg,Sep,N,M,Unspecified,20
1086,1982.09.25,1982,Unprovoked,usa,Diving,Lacerations to hand,Sep,N,M,White,36
1087,1982.09.19,1982,Unprovoked,usa,Free diving for abalone from Zodiac (submerged),Upper left thigh & buttocks bitten,Sep,N,M,White,28
1088,1982.08.29.b,1982,Invalid,usa,Surfing,"No Injury, board bitten",Aug,,M,Unspecified,17
1089,1982.07.31,1982,Invalid,south africa,Boogie boarding,"No injury, swim fin bitten",Jul,,M,Unspecified,20
1090,1982.07.24.b,1982,Unprovoked,south africa,Paddleskiing,"No injury, ski bitten",Jul,N,M,White,38
1091,1982.07.24.a,1982,Unprovoked,usa,Paddle Boarding,"No Injury, board bitten",Jul,N,M,White,26
1092,1982.07.19,1982,Unprovoked,usa,Swimming,Left ankle bitten,Jul,N,M,Unspecified,17
1093,1982.06.29,1982,Unprovoked,south africa,Surfing,FATAL,Jun,Y,M,White,27
1094,1982.06.26.b,1982,Unprovoked,usa,Swimming,Left arm bitten,Jun,N,M,Unspecified,20
1095,1982.01.29,1982,Unprovoked,south africa,Swimming,Right shin & toe lacerated,Jan,N,M,Unspecified,20
1096,1981.12.19,1981,Unprovoked,usa,Surfing,"FATAL, torso bitten ",Dec,Y,M,White,24
1097,1981.10.19.a,1981,Unprovoked,usa,Swimming,Hand & forearm bitten,Oct,N,M,Unspecified,19
1098,1981.09.15,1981,Unprovoked,usa,Swimming,"FATAL, right calf bitten  ",Sep,Y,M,Tiger,26
1099,1981.08.07,1981,Unprovoked,bahamas,Snorkeling on surface,Upper right arm bitten,Aug,N,M,Unspecified,53
1100,1981.07.18,1981,Unprovoked,south africa,Surfing,7 lacerations to right foot,Jul,N,M,Unspecified,32
1101,1981.05.23,1981,Unprovoked,south korea,Shell diving,FATAL,May,Y,F,White,27
1102,1981.05.20,1981,Unprovoked,south africa,Surfing,"Shark & board collided. No injury, but board was dented",May,N,M,Unspecified,27
1103,1981.05.10,1981,Unprovoked,south africa,Surfing,"No Injury, board bitten",May,N,M,Unspecified,19
1104,1981.05.05,1981,Unprovoked,south africa,Surfing,"Left leg bitten, surgically amputated",May,N,M,Tiger,24
1105,1981.03.25,1981,Unprovoked,usa,Standing / Wading,"Lacerations on calf, ankle & heel",Mar,N,M,Bull,19
1106,1981.03.24,1981,Unprovoked,usa,Surfing,Puncture wounds on  right thigh,Mar,N,M,Unspecified,24
1107,1981.02.19,1981,Unprovoked,south africa,Swimming,Foot lacerated,Feb,N,M,Unspecified,30
1108,1981.02.02,1981,Unprovoked,usa,Surfing,Lacerations & punctures in left calf & ankle,Feb,N,M,Unspecified,15
1109,1981.00.00.b,1981,Unprovoked,australia,Surf-skiing,"No injury, ski bitten",,N,M,Tiger,27
1110,1980.12.30,1980,Unprovoked,south africa,Paddleskiing,"No injury, paddleski bitten",,N,M,Unspecified,25
1111,1980.11.24,1980,Unprovoked,reunion,Spearfishing,Bitten twice,Nov,N,M,White,22
1112,1980.10.27,1980,Unprovoked,usa,Surfing,Thigh lacerated,Oct,N,M,White,29
1113,1980.10.17,1980,Unprovoked,usa,Surfing,No injury,Oct,N,M,White,19
1114,1980.07.23,1980,Unprovoked,usa,Standing,"No injury, shark bit her bathing suit",Jul,N,F,Unspecified,22
1115,1980.05.15,1980,Unprovoked,south africa,Surfing,"No injury, board bitten",May,N,M,Unspecified,22
1116,1980.04.00,1980,Unprovoked,mexico,Body surfing,Right calf bitten,Apr,N,F,Tiger,13
1117,1980.01.31,1980,Unprovoked,south africa,Body boarding,"Both hands & heel of left foot lacerated, right foot severed",Jan,N,M,White,24
1118,1980.01.15,1980,Provoked,south africa,Spearfishing,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",Jan,N,M,Unspecified,29
1119,1980.01.10,1980,Unprovoked,south africa,Swimming,3 small punctures on arm,Jan,N,M,Unspecified,25
1120,1980.00.00.b,1980,Invalid,south africa,Spearfishing,No injury; 2 m shark made threat display and impaled itself on spear,,,M,Unspecified,20
1121,1979.11.27,1979,Unprovoked,usa,Surfing,Multiple major Injuries,Nov,N,M,White,20
1122,1979.05.05,1979,Provoked,south africa,Spearfishing,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,,N,M,White,25
1123,1979.03.24,1979,Unprovoked,usa,Surfing,Foot & ankle bitten,Mar,N,M,Unspecified,27
1124,1979.02.21,1979,Unprovoked,south africa,"Surfing, collided with shark",Punctures on left thigh,Feb,N,M,Unspecified,19
1125,1978.12.12,1978,Unprovoked,south africa,Spearfishing,"FATAL, legs bitten ",Dec,Y,M,White,23
1126,1978.09.27,1978,Unprovoked,south africa,Spearfishing,"No injury, shark took his catch, then towed & pushed diver through the water ",Sep,N,M,White,27
1127,1978.01.17,1978,Unprovoked,south africa,Surfing,"Left leg, ankle & foot bitten",Jan,N,M,Unspecified,17
1128,1977.12.19.a,1977,Unprovoked,south africa,Surfing,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",Dec,N,M,Tiger,18
1129,1977.10.30,1977,Unprovoked,south africa,Spearfishing,"No injury, shark bit speargun & pushed diver through the water",Oct,N,M,White,25
1130,1977.08.31,1977,Unprovoked,australia,Surfing,"Board rammed &  bitten, left thigh lacerated",Aug,N,M,White,17
1131,1977.08.14,1977,Unprovoked,usa,Free diving for abalone (surfacing),Leg lacerated,Aug,N,M,White,20
1132,1977.06.26,1977,Provoked,usa,Spearfishing / Scuba diving,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",Jun,N,M,Bull,27
1133,1976.12.18,1976,Unprovoked,usa,Hookah diving for abalone (submerged),Buttocks & hip bitten,Dec,N,M,White,29
1134,1976.11.27,1976,Unprovoked,south africa,"Thrashing the water / imitating the shark victim from ""Jaws""",Torso bitten,Nov,N,M,White,19
1135,1976.11.25,1976,Unprovoked,usa,Surfing,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",Nov,N,M,Bull,19
1136,1976.10.18,1976,Unprovoked,usa,Surfing,Leg bitten ,Oct,N,M,White,25
1137,1976.10.06,1976,Unprovoked,south africa,Surfing,Left thigh lacerated,Oct,N,M,White,20
1138,1976.09.06,1976,Unprovoked,usa,Surfing,Laceration to left lower leg,Sep,N,M,Tiger,15
1139,1976.08.24,1976,Unprovoked,usa,Surfing,"No injury, board bitten",Aug,N,M,White,19
1140,1976.06.23,1976,Unprovoked,usa,Skindiving,Lacerations to right arm,Jun,N,M,Unspecified,17
1141,1975.12.06,1975,Unprovoked,usa,Scuba diving & spearfishing,Leg bitten,Dec,N,M,White,27
1142,1975.11.19.a,1975,Unprovoked,south africa,Standing,Left foot lacerated,Nov,N,M,Unspecified,33
1143,1975.08.17,1975,Unprovoked,south africa,Surfing,Left leg & surfboard bitten,Aug,N,M,White,19
1144,1975.08.12,1975,Unprovoked,usa,Floating on a small orange raft ,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",Aug,N,M,Unspecified,20
1145,1975.08.09,1975,Unprovoked,usa,Free diving for abalone,"Shoulder, arm & hand lacerated",Aug,N,M,White,44
1146,1975.07.30.a,1975,Unprovoked,australia,Scuba diving for abalone,FATAL,Jul,Y,M,White,37
1147,1975.07.23,1975,Unprovoked,usa,Scuba diving for abalone (at surface),Legs bitten,Jul,N,M,White,23
1148,1975.07.19,1975,Unprovoked,usa,Hookah diving for abalone,"No injury, swim fin torn",Jul,N,M,White,34
1149,1975.07.15,1975,Unprovoked,usa,Swimming,Arm lacerated,Jul,N,F,Unspecified,14
1150,1975.06.23.b,1975,Unprovoked,usa,Swimming ,Lacerations to right foot,Jun,N,M,Unspecified,18
1151,1975.02.23,1975,Unprovoked,south africa,Surfing,Foot severed,Feb,N,M,Unspecified,16
1152,1975.02.10,1975,Unprovoked,australia,Swimming underwater from crayfish cage to a fishing bait,Right leg  severed FATAL,Feb,Y,M,White,12
1153,1974.09.28,1974,Unprovoked,usa,Surfing,"Thigh, lower back and surfboard bitten",Sep,N,M,White,17
1154,1974.09.14,1974,Unprovoked,usa,Hookah diving for abalone,Major injuries,Sep,N,M,White,29
1155,1974.09.07,1974,Unprovoked,israel,Swimming,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",Sep,N,F,Unspecified,20
1156,1974.09.02.b,1974,Unprovoked,usa,Scuba diving (but on surface),Minor injuries to hand,Sep,N,M,White,41
1157,1974.09.02.a,1974,Unprovoked,usa,Scuba diving (but on surface),Minor bite on foot & swimfin,Sep,N,M,White,48
1158,1974.09.00,1974,Unprovoked,usa,Surfing,No injury,Sep,N,M,White,24
1159,1974.05.26,1974,Unprovoked,usa,Free diving (but on surface),Leg bitten,May,N,M,White,45
1160,1974.04.20,1974,Unprovoked,south africa,Spearfishing,Left knee lacerated,Apr,N,M,Unspecified,22
1161,1974.04.04,1974,Unprovoked,south africa,Surfing,Right foot lacerated,Apr,N,M,Unspecified,17
1162,1974.03.21,1974,Unprovoked,south africa,Surfing,"No injury, surfboard bitten",Mar,N,M,Unspecified,21
1163,1974.01.07.c,1974,Unprovoked,south africa,Swimming,Knee & calf lacerated,Jan,N,M,Unspecified,33
1164,1973.09.14,1973,Unprovoked,bahamas,"Free diving, Spearfishing",Left hand & forearm lacerated,Sep,N,M,Bull,11
1165,1973.09.09,1973,Unprovoked,mexico,"Free diving, Spearfishing","FATAL, leg bitten ",Sep,Y,M,White,37
1166,1973.03.00,1973,Unprovoked,south africa,Spearfishing,Hip bruised,Mar,N,M,Unspecified,26
1167,1972.12.26,1972,Unprovoked,mozambique,Swimming,"Hip, leg, arm, hand & shoulder bitten",Dec,N,M,Unspecified,25
1168,1972.06.10,1972,Unprovoked,usa,Surfing,Buttocks bitten,Jun,N,M,Unspecified,22
1169,1972.05.28,1972,Unprovoked,usa,Free diving for abalone,Bitten on legs & buttock,May,N,M,White,32
1170,1972.02.20,1972,Unprovoked,australia,Surfing,Laceration above knee,Feb,N,M,Unspecified,18
1171,1972.01.01.b,1972,Unprovoked,south africa,Sitting in shallows,Foot bitten,Jan,N,F,Unspecified,30
1172,1972.01.01.a,1972,Unprovoked,mozambique,Standing,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated",Jan,N,M,White,24
1173,1971.12.16,1971,Unprovoked,south africa,Swimming,Right forearm bitten,Dec,N,F,White,16
1174,1971.10.23,1971,Unprovoked,usa,Surfing,"Right shoulder, arm & hand bitten",Oct,N,M,Unspecified,18
1175,1971.10.14,1971,Unprovoked,south africa,Swimming,Wrist & hand lacerated,Oct,N,M,Unspecified,25
1176,1971.10.02,1971,Unprovoked,usa,Scuba diving,Bitten on legs,Oct,N,M,White,30
1177,1971.09.07,1971,Unprovoked,croatia,Swimming,FATAL,Sep,Y,M,White,34
1178,1971.08.21,1971,Provoked,australia,Scuba diving & feeding fish,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,Aug,N,M,Grey,26
1179,1971.06.30,1971,Unprovoked,south africa,Surfing,Leg & surfboard bitten,Jun,N,M,White,21
1180,1971.04.11,1971,Unprovoked,south africa,Swimming,"FATAL, multiple bites ",Apr,Y,M,White,50
1181,1971.03.30,1971,Unprovoked,new zealand,Surfing,Lacerations to left leg ,Mar,N,M,White,16
1182,1970.09.28,1970,Unprovoked,micronesia,Diving,Lacerations & punctures to right arm & shoulder ,Sep,N,M,Unspecified,43
1183,1970.06.15,1970,Provoked,south africa,Scuba Diving,2 cm laceration on knee PROVOKED INCIDENT,Jun,N,M,Unspecified,25
1184,1969.09.06,1969,Unprovoked,usa,Free diving for abalone,Leg & ankle severely bitten,Sep,N,M,White,53
1185,1969.08.01,1969,Unprovoked,usa,Body surfing,Lacerations to right lower leg & left arm and hand,Aug,N,M,Unspecified,13
1186,1969.05.24,1969,Provoked,usa,Diving,Laceration to buttocks Recorded as PROVOKED INCIDENT,May,N,M,Unspecified,23
1187,1969.03.09,1969,Unprovoked,usa,Surfing,Leg & surfboard bitten,Mar,N,M,White,16
1188,1969.02.17.R,1969,Provoked,australia,Fishing,Lacerations to hand from hooked shark PROVOKED INCIDENT,Feb,N,M,Unspecified,49
1189,1968.12.26,1968,Provoked,australia,Feeding mullet to sharks,Laceration to finger by a captive shark PROVOKED INCIDENT,Dec,N,M,Grey,27
1190,1968.12.25,1968,Unprovoked,new zealand,Surfing,"Hit in face by shark, arm abraded, surfboard bitten",Dec,N,M,White,17
1191,1968.09.15,1968,Unprovoked,new zealand,Spearfishing,"FATAL, left leg bitten, femoral artery severed  ",Sep,Y,M,White,24
1192,1968.08.08,1968,Unprovoked,columbia,Dynamite fishing,Lacerations to head,Aug,N,M,Unspecified,18
1193,1968.07.27,1968,Unprovoked,usa,Free diving,Major injury to torso,Jul,N,M,White,25
1194,1968.07.16,1968,Unprovoked,usa,Spearfishing using Scuba,Swimfin & knee bitten,Jul,N,M,Unspecified,33
1195,1968.04.29,1968,Invalid,usa,Wading,Foot severely injured,Apr,,M,Unspecified,63
1196,1968.03.25,1968,Unprovoked,south africa,Wading & pushing dinghy toward  the shallows,Left thigh lacerated,Mar,N,M,Unspecified,35
1197,1968.03.00,1968,Invalid,usa,Treading water,No injury,Mar,,M,Unspecified,28
1198,1968.02.04,1968,Unprovoked,australia,Spearfishing,"No injury, speargun bitten",Feb,N,M,Unspecified,26
1199,1967.12.30,1967,Unprovoked,south africa,Surfing,Right ankle & foot bitten,Dec,N,M,Unspecified,22
1200,1967.10.17,1967,Unprovoked,usa,Standing on sandbar,Left foot bitten,Oct,N,M,Unspecified,19
1201,1967.08.27,1967,Provoked,usa,Pulling shark from the water,Nipped on shoulder by captive shark PROVOKED INCIDENT,Aug,N,M,Unspecified,24
1202,1967.08.19,1967,Unprovoked,australia,"Spearfishing, dived to pick up a float line","FATAL, ""bitten in two""",Aug,Y,M,White,23
1203,1967.08.10,1967,Invalid,australia,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),"Disappeared, no trace of men or equipment, shark attack considered",Aug,,M,Unspecified,19
1204,1967.08.07,1967,Unprovoked,usa,Spearfishing,Shark grasped thigh,Aug,N,M,Unspecified,15
1205,1967.08.00.b,1967,Unprovoked,bahamas,Photographing sharks underwater using Scuba,"No injury, shark struck camera",Aug,N,M,Unspecified,41
1206,1967.06.13,1967,Provoked,usa,Spearfishing,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",Jun,N,M,Unspecified,26
1207,1967.03.19,1967,Unprovoked,south africa,Spearfishing,"Punctures in right buttock & thigh, abrasion on right forearm",Mar,N,M,White,32
1208,1967.03.12,1967,Provoked,australia,Spearfishing,Speared shark lacerated his arm PROVOKED INCIDENT,Mar,N,M,Grey,36
1209,1967.03.09,1967,Unprovoked,new zealand,Lifesaving drill,"FATAL, seen taken by a shark ",Mar,Y,M,White,21
1210,1966.10.30,1966,Unprovoked,papua new guinea,Swimming,FATAL,Oct,Y,F,Unspecified,13
1211,1966.10.29,1966,Unprovoked,papua new guinea,Bathing,FATAL,Oct,Y,F,Unspecified,8
1212,1966.09.27,1966,Unprovoked,australia,"Free diving, carrying speargun",Shoulder lacerated,Sep,N,M,Unspecified,32
1213,1966.09.10,1966,Unprovoked,australia,Spearfishing,No injury,Sep,N,M,Unspecified,43
1214,1966.08.21.b,1966,Unprovoked,new britain,Swimming,FATAL,Aug,Y,F,Unspecified,13
1215,1966.08.21.a,1966,Unprovoked,new britain,Diving into water,FATAL,Aug,Y,F,Unspecified,9
1216,1966.08.00.b,1966,Invalid,usa,Spearfishing on Scuba,"No attack, no injury, shark took speared fish & approached diver closely ",Aug,,M,Unspecified,26
1217,1966.08.00.a,1966,Unprovoked,usa,Wading,"No injury, mother lifted him from the water",Aug,N,M,Unspecified,8
1218,1966.07.19,1966,Provoked,usa,Killing a shark,"Arm bitten, PROVOKED INCIDENT",Jul,N,M,Unspecified,34
1219,1966.07.03,1966,Invalid,usa,Free diving,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,Jul,,M,Unspecified,46
1220,1966.06.22,1966,Provoked,usa,Clamming,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,Jun,N,M,Unspecified,15
1221,1966.06.11,1966,Provoked,usa,Fishing,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,Jun,N,M,Unspecified,18
1222,1966.06.04,1966,Unprovoked,usa,Swimming,Punctures on  thigh & buttock,Jun,N,M,Unspecified,18
1223,1966.05.16.b,1966,Invalid,usa,Spearfishing / Scuba diving,"White shark, 3.7 m [12']  made threat display. No injury, no attack",May,,M,Unspecified,24
1224,1966.02.27,1966,Unprovoked,australia,Treading water,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",Feb,N,M,White,13
1225,1966.01.29,1966,Provoked,south africa,Helping men land a shark,Left leg lacerated by hooked shark  PROVOKED INCIDENT,Jan,N,M,Unspecified,33
1226,1966.01.22,1966,Unprovoked,usa,Free diving / spearfishing (resting on the surface),"Hand, arm & thigh bitten",Jan,N,M,White,29
1227,1966.01.11,1966,Unprovoked,south africa,Standing,Right calf lacerated,Jan,N,M,Unspecified,16
1228,1966.01.09,1966,Unprovoked,south africa,Body surfing,Lower legs bitten,Jan,N,M,Unspecified,15
1229,1966.01.05,1966,Unprovoked,usa,Swimming,Thigh gashed,Jan,N,M,Unspecified,35
1230,1966.00.00,1966,Invalid,usa,Walking,Minor lacerations & abrasions to lower leg. ,,,F,Unspecified,15
1231,1965.11.03.a,1965,Unprovoked,australia,Surfing,Puncture wounds to right thigh,Nov,N,M,Grey,24
1232,1965.04.25,1965,Invalid,usa,Surfing,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,Apr,,M,Unspecified,19
1233,1965.04.10,1965,Unprovoked,usa,Spearfishing,Left hand severely lacerated,Apr,N,M,White,28
1234,1965.04.04.b,1965,Unprovoked,palau,Walking on reef,Right leg bitten,Apr,N,M,Tiger,8
1235,1965.04.04.a,1965,Unprovoked,usa,Paddling on surfboard,Left hand punctured & lacerated,Apr,N,M,Unspecified,17
1236,1965.03.14,1965,Unprovoked,usa,Free diving,Survived,Mar,N,M,Unspecified,16
1237,1965.02.14,1965,Unprovoked,south africa,Treading water,"Abdomen, buttock, thigh, arm & hand bitten",Feb,N,M,Unspecified,25
1238,1965.02.04,1965,Unprovoked,usa,Scuba diving,Punctures on left thigh,Feb,N,M,Unspecified,18
1239,1965.01.23,1965,Unprovoked,south africa,Paddling rescue ski,"No injury, ski bitten",Jan,N,M,White,22
1240,1964.12.25,1964,Unprovoked,south africa,Swimming,"Hand, ankle & calf lacerated",Dec,N,M,Unspecified,19
1241,1964.12.09,1964,Unprovoked,papua new guinea,"Canoe swamped, swimming back to canoe",Survived,Dec,N,M,Unspecified,28
1242,1964.11.29,1964,Unprovoked,australia,Free diving with seals,Left leg severed,Nov,N,M,White,25
1243,1964.10.04,1964,Unprovoked,australia,"Surfing, but swimming to his board",Abrasions & 11 teethmarks on right lower leg,Oct,N,M,Grey,19
1244,1964.09.07,1964,Unprovoked,taiwan,Swimming,Right thigh &  elbow bitten,Sep,N,M,Unspecified,20
1245,1964.08.23,1964,Unprovoked,mexico,Floating on his back in an inner tube,Right thigh bitten,Aug,N,M,Unspecified,19
1246,1964.08.22,1964,Invalid,usa,Spearfishing / free diving,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,Aug,,M,Unspecified,18
1247,1964.08.08,1964,Unprovoked,usa,Spearfishing using scuba,"No injury, shark hit scuba tank",Aug,N,M,Unspecified,28
1248,1964.06.28,1964,Invalid,usa,Attempting to swim across the Atlantic Ocean,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",Jun,,F,Unspecified,29
1249,1964.06.02,1964,Invalid,south africa,Swimming,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",Jun,,M,Unspecified,40
1250,1964.05.08,1964,Unprovoked,fiji,Spearfishing,"FATAL, buttocks, lower abdomen & genitalia removed  ",May,Y,M,Tiger,35
1251,1964.03.05,1964,Unprovoked,usa,Skin diving ,"Minor injury, abdomen abraded when he collided with the shark",Mar,N,M,Unspecified,38
1252,1964.02.10,1964,Unprovoked,new zealand,Spearfishing,"No injury to diver, shark bit speargun",Feb,N,M,White,26
1253,1964.02.08,1964,Unprovoked,south africa,Body boarding,Right ankle lacerated,Feb,N,M,White,25
1254,1964.02.05.a,1964,Unprovoked,new zealand,Swimming,"FATAL, both legs bitten & right leg severed at knee ",Feb,Y,M,White,19
1255,1964.02.02,1964,Invalid,australia,Swimming,Body not recovered  / May have drowned prior to shark involvement,Feb,,M,Unspecified,23
1256,1964.01.11,1964,Unprovoked,usa,Spearfishing / Scuba diving (at surface),Leg & thigh bitten,Jan,N,M,White,21
1257,1963.12.29,1963,Unprovoked,south africa,Standing,"Right hand & foot severed, thigh & buttock lacerated",Dec,N,F,Unspecified,20
1258,1963.12.26.b,1963,Unprovoked,south africa,Swimming ,"Lower leg bitten & foot severed, leg surgically amputated below knee",Dec,N,M,Unspecified,24
1259,1963.12.22.a,1963,Provoked,south africa,Helping friend land hooked shark,Foot lacerated  PROVOKED INCIDENT,Dec,N,M,Unspecified,13
